T,CAD,CD,HS,INA,INA_NI,MA_NI,NS,QD,SD,VD,VS
445.0,0.062269717,0.012330758,0.99359971,-0.94508839,-1.6664724e-05,0.0065590059,0.0017341104,0.0013275186,0.016438928,-58.325115,-58.117447
450.0,0.063280568,0.012459879,0.9934181,-0.98895806,-1.7515962e-05,0.0066710431,0.0017728952,0.0013271724,0.016607774,-58.21069,-58.000202
455.0,0.064394102,0.012604586,0.99321294,-1.039416,-1.8511162e-05,0.0067975419,0.0018166312,0.0013269294,0.016796075,-58.085026,-57.871292
460.0,0.065624781,0.012767123,0.99298084,-1.0978458,-1.968068e-05,0.0069405725,0.0018660255,0.0013267958,0.017006515,-57.946674,-57.729206
465.0,0.06701199,0.01295281,0.99270803,-1.1671004,-2.1086156e-05,0.0071052159,0.0019230376,0.0013267858,0.017245445,-57.791725,-57.569756
470.0,0.068620637,0.013169875,0.99237132,-1.2521681,-2.2828057e-05,0.0072995257,0.0019908736,0.0013269235,0.017523155,-57.613392,-57.385662
475.0,0.070492633,0.013421451,0.99197018,-1.3598673,-2.4991106e-05,0.0075277952,0.0020712453,0.0013272332,0.01784841,-57.403843,-57.168823
480.0,0.072708629,0.013724827,0.99147964,-1.5020773,-2.7834798e-05,0.0078089689,0.00216963,0.0013277447,0.018242432,-57.150867,-56.906059
485.0,0.075402975,0.014116818,0.99084562,-1.7009808,-3.1937907e-05,0.0081829512,0.0022969025,0.0013284979,0.018745525,-56.834427,-56.57531
490.0,0.078878112,0.014658231,0.98994392,-2.0103483,-3.8465943e-05,0.0087174885,0.0024765241,0.0013295587,0.019436402,-56.409126,-56.126743
495.0,0.08352764,0.015443342,0.98859501,-2.5403619,-5.0018945e-05,0.0095324935,0.0027426169,0.0013310065,0.020428538,-55.813427,-55.49015
500.0,0.090555198,0.016823756,0.98610926,-3.7685888,-7.8389152e-05,0.011107838,0.003227405,0.0013330127,0.022139149,-54.815964,-54.392464
505.0,0.10425636,0.020676019,0.9786886,-11.050536,-0.00028003118,0.017141346,0.0046664728,0.0013359721,0.026637044,-52.222542,-51.199207
510.0,0.82963228,0.032638539,0.46348712,-0.089058749,-3.7175673e-06,0.0039343261,0.10894107,0.0013617605,0.077267595,-56.762806,-62.089344
515.0,0.62660098,0.0055109183,0.94554657,-0.018781124,-2.7605057e-07,0.0016303685,0.010236461,0.0014293346,0.0079841027,-67.310013,-67.397614
520.0,0.43504226,0.0054164226,0.99475753,-0.021313703,-3.7012921e-07,0.0017986115,0.0011380247,0.0014744803,0.0073338463,-67.378159,-67.224655
525.0,0.30348933,0.0056718243,0.99881548,-0.027036989,-4.6331837e-07,0.0019411381,0.00039613748,0.0015034828,0.0076481262,-66.863159,-66.689392
530.0,0.21355319,0.005949006,0.99903417,-0.033980504,-5.7758729e-07,0.0020920425,0.00037346885,0.0015214183,0.0080122277,-66.339302,-66.164192
535.0,0.15212011,0.0062170932,0.99910766,-0.04189359,-7.0796062e-07,0.0022417651,0.00037745855,0.0015318359,0.0083649587,-65.856407,-65.680733
540.0,0.11024966,0.0064740935,0.99904406,-0.05070759,-8.5264827e-07,0.0023879309,0.0004039729,0.0015371472,0.0087042041,-65.413025,-65.237564
545.0,0.081878237,0.0067187818,0.99887389,-0.060309689,-1.0111694e-06,0.0025303154,0.00044744211,0.0015389867,0.0090277931,-65.007683,-64.833153
550.0,0.062852435,0.0069497726,0.99870777,-0.070628151,-1.1801803e-06,0.0026667293,0.00049087958,0.0015384716,0.0093329083,-64.637589,-64.463364
555.0,0.050227206,0.007169235,0.99864227,-0.081705354,-1.3633204e-06,0.0028006618,0.00052254926,0.0015363921,0.0096230255,-64.29586,-64.121185
560.0,0.04196506,0.0073804171,0.99854314,-0.093399525,-1.556615e-06,0.0029297017,0.00055616623,0.0015332955,0.0099011557,-63.980091,-63.805794
565.0,0.036687177,0.0075764442,0.9983772,-0.10549586,-1.7538645e-06,0.0030509317,0.00059360976,0.0015295492,0.010161557,-63.691345,-63.517506
570.0,0.033447683,0.0077613057,0.99826926,-0.11797833,-1.9635495e-06,0.0031702432,0.00062633638,0.0015254025,0.010406496,-63.426167,-63.252045
575.0,0.031585351,0.0079407617,0.99820936,-0.13083355,-2.1803189e-06,0.0032850455,0.00065581244,0.00152103,0.010640648,-63.180412,-63.005886
580.0,0.030661236,0.0081120124,0.99811834,-0.14396034,-2.396388e-06,0.0033922617,0.00068651338,0.0015165465,0.010864097,-62.952068,-62.777584
585.0,0.03037793,0.0082676923,0.99796134,-0.15718259,-2.614345e-06,0.0034941356,0.00071906927,0.0015120268,0.011072927,-62.741203,-62.56702
590.0,0.030519214,0.008409326,0.99779856,-0.17039268,-2.8376087e-06,0.0035927927,0.00075029698,0.0015075215,0.011265939,-62.547192,-62.373108
595.0,0.030935291,0.0085478546,0.99769986,-0.18361726,-3.0611452e-06,0.0036865685,0.00077822822,0.0015030649,0.011448283,-62.367546,-62.193184
600.0,0.031530548,0.0086857779,0.9976539,-0.19690439,-3.2843161e-06,0.0037758003,0.00080383848,0.0014986799,0.011624235,-62.199547,-62.024742
605.0,0.032239191,0.0088149616,0.99759358,-0.21021339,-3.5097519e-06,0.0038619547,0.00082904962,0.0014943815,0.011793031,-62.041786,-61.866669
610.0,0.033013117,0.0089284545,0.99746072,-0.22341701,-3.7361397e-06,0.0039448603,0.00085519429,0.0014901783,0.011951459,-61.894115,-61.718948
615.0,0.033811852,0.0090327822,0.99728763,-0.23637834,-3.9552256e-06,0.0040220199,0.00088113261,0.0014860744,0.012097858,-61.756985,-61.581806
620.0,0.034613073,0.0091442028,0.99717921,-0.24913603,-4.1661228e-06,0.0040937085,0.00090485904,0.0014820709,0.012236627,-61.629322,-61.453869
625.0,0.035412844,0.0092573473,0.99716336,-0.26183537,-4.3853074e-06,0.0041656606,0.00092624215,0.001478167,0.012371833,-61.50885,-61.332863
630.0,0.036208238,0.0093517834,0.99714702,-0.27452067,-4.6137638e-06,0.0042381207,0.00094686187,0.001474362,0.012502716,-61.394016,-61.217514
635.0,0.036989797,0.0094308238,0.99704307,-0.28708294,-4.83146e-06,0.004305053,0.00096794928,0.0014706542,0.012626786,-61.284824,-61.108028
640.0,0.037748199,0.0095148263,0.99686223,-0.29938692,-5.0311746e-06,0.0043648104,0.00098949112,0.0014670414,0.012742929,-61.181881,-61.004982
645.0,0.0384783,0.0096183578,0.9967199,-0.31139225,-5.2284363e-06,0.0044223028,0.0010101388,0.0014635212,0.012852701,-61.085445,-60.90836
650.0,0.039184742,0.0097148037,0.99671632,-0.32326329,-5.44864e-06,0.0044846698,0.0010287311,0.0014600899,0.012959381,-60.994183,-60.816612
655.0,0.03987366,0.0097695719,0.99676579,-0.33515784,-5.6707931e-06,0.0045459215,0.0010459567,0.0014567454,0.013064163,-60.906219,-60.728012
660.0,0.04054597,0.0098168291,0.99669939,-0.34702322,-5.8642067e-06,0.0045981156,0.0010633735,0.0014534851,0.013165879,-60.820999,-60.642311
665.0,0.041198686,0.009912244,0.99649763,-0.35868892,-6.0516581e-06,0.004647648,0.0010815575,0.0014503071,0.013262705,-60.739323,-60.560417
670.0,0.041828647,0.010027966,0.99631113,-0.37009582,-6.2582681e-06,0.0047009583,0.0010997164,0.0014472087,0.013354216,-60.661858,-60.482792
675.0,0.042435396,0.010097183,0.99628943,-0.38132596,-6.4770352e-06,0.00475608,0.0011166792,0.0014441876,0.013441857,-60.588398,-60.408974
680.0,0.043023653,0.010102474,0.99638867,-0.39255679,-6.6707357e-06,0.004803977,0.0011320757,0.0014412411,0.013528442,-60.517551,-60.337509
685.0,0.043600112,0.01018106,0.99632019,-0.40377462,-6.847562e-06,0.0048469929,0.0011472119,0.0014383673,0.013614818,-60.448219,-60.267654
690.0,0.044166923,0.010307598,0.99611795,-0.41495413,-7.0403848e-06,0.0048929923,0.0011625566,0.0014355646,0.013699277,-60.38052,-60.199532
695.0,0.044718992,0.010359879,0.9960469,-0.42616087,-7.2279267e-06,0.0049369656,0.0011775683,0.0014328315,0.013781122,-60.314754,-60.133301
700.0,0.045260251,0.010373538,0.9960224,-0.43733275,-7.4491591e-06,0.0049877199,0.0011931963,0.0014301665,0.0138588,-60.250854,-60.069031
705.0,0.04579008,0.010410019,0.99599558,-0.44850817,-7.6473889e-06,0.0050324528,0.0012082403,0.0014275684,0.013936247,-60.188557,-60.006294
710.0,0.046310749,0.010481576,0.99593902,-0.45964932,-7.8469848e-06,0.0050767218,0.0012232919,0.0014250355,0.014012338,-60.127853,-59.945145
715.0,0.046823103,0.0105436,0.995884,-0.47081116,-8.0458885e-06,0.0051201107,0.0012380885,0.0014225669,0.014087253,-60.068459,-59.885296
720.0,0.047328457,0.010603507,0.99581403,-0.48199996,-8.2452134e-06,0.0051628901,0.001252635,0.0014201613,0.014161237,-60.010246,-59.826611
725.0,0.04782765,0.010661574,0.99574018,-0.49324748,-8.446088e-06,0.0052053169,0.0012670337,0.0014178178,0.014234357,-59.953026,-59.768906
730.0,0.04832159,0.010715283,0.99567115,-0.50458825,-8.6494438e-06,0.0052475934,0.0012813432,0.0014155355,0.014306714,-59.896614,-59.711994
735.0,0.048813079,0.010768076,0.99560463,-0.51609528,-8.8562056e-06,0.0052899108,0.0012956724,0.0014133125,0.014378817,-59.840626,-59.655491
740.0,0.049303021,0.010822896,0.99553937,-0.52779096,-9.0664389e-06,0.0053322772,0.0013100768,0.0014111488,0.014450841,-59.78495,-59.599289
745.0,0.049790196,0.010876607,0.99547613,-0.53964263,-9.2799937e-06,0.0053746542,0.0013244862,0.0014090447,0.014522556,-59.729748,-59.543545
750.0,0.050274763,0.010929284,0.99541485,-0.55165339,-9.4969664e-06,0.005417055,0.0013389065,0.0014070002,0.014593988,-59.674995,-59.488239
755.0,0.050764006,0.01098414,0.99534994,-0.56401372,-9.7204465e-06,0.0054600658,0.0013535901,0.0014050137,0.014666297,-59.619839,-59.432503
760.0,0.051253803,0.011039359,0.9952845,-0.57662421,-9.9488461e-06,0.0055033555,0.0013683941,0.0014030861,0.014738825,-59.564762,-59.376831
765.0,0.051744163,0.011094941,0.99521858,-0.58948916,-1.0182259e-05,0.0055469233,0.0013833188,0.0014012173,0.014811575,-59.509769,-59.32122
770.0,0.05224004,0.01115129,0.99515092,-0.60275149,-1.0423717e-05,0.0055913036,0.0013985456,0.0013994079,0.01488536,-59.454285,-59.265091
775.0,0.052744891,0.011208692,0.99508065,-0.61652297,-1.0675525e-05,0.0056368685,0.0014142008,0.0013976577,0.014960747,-59.397919,-59.208038
780.0,0.05325513,0.01126685,0.99500859,-0.6307196,-1.0935834e-05,0.0056832321,0.0014301533,0.0013959669,0.015037149,-59.34108,-59.150482
785.0,0.053770762,0.011325766,0.99493486,-0.64535576,-1.1204887e-05,0.0057303938,0.0014464031,0.0013943352,0.015114564,-59.283768,-59.092419
790.0,0.054302797,0.011386657,0.99485821,-0.6607846,-1.1488076e-05,0.005779237,0.0014632648,0.0013927667,0.015194554,-59.224693,-59.032558
795.0,0.054845218,0.011448857,0.99477923,-0.67685544,-1.1783052e-05,0.0058292788,0.0014805662,0.0013912593,0.015276264,-59.164566,-58.971607
800.0,0.055397954,0.01151236,0.99469805,-0.6935938,-1.2090176e-05,0.0058805137,0.0014983056,0.0013898128,0.015359687,-59.10339,-58.909573
805.0,0.055968482,0.011578211,0.99461311,-0.71128064,-1.2415642e-05,0.0059338799,0.0015168001,0.0013884313,0.015446173,-59.040291,-58.845551
810.0,0.056563452,0.011647339,0.99452323,-0.73019409,-1.2765409e-05,0.0059902095,0.0015363313,0.0013871181,0.015536923,-58.974499,-58.778744
815.0,0.057176638,0.011718877,0.99442959,-0.75018406,-1.3135544e-05,0.0060487231,0.0015566354,0.00138587,0.015630813,-58.906734,-58.709904
820.0,0.057808042,0.011792822,0.99433213,-0.77130854,-1.3526881e-05,0.0061094207,0.0015777126,0.001384687,0.015727842,-58.836998,-58.639023
825.0,0.058491845,0.011873874,0.99422348,-0.79484844,-1.3969418e-05,0.006176665,0.0016010958,0.0013835874,0.015834127,-58.761497,-58.56218
830.0,0.059211053,0.011959696,0.99410719,-0.82035339,-1.445116e-05,0.0062482865,0.0016260227,0.001382562,0.015946623,-58.682117,-58.481319
835.0,0.059964452,0.012050124,0.99398369,-0.84791303,-1.4973104e-05,0.0063241315,0.0016524392,0.0013816102,0.016065119,-58.598995,-58.396591
840.0,0.060774826,0.012148198,0.99384815,-0.87860334,-1.5556365e-05,0.006406852,0.0016812935,0.0013807458,0.016193537,-58.509476,-58.305256
845.0,0.061667457,0.012257298,0.99369526,-0.9137553,-1.622638e-05,0.0064993934,0.0017136377,0.0013799843,0.016336231,-58.410625,-58.204288
850.0,0.062620543,0.012374509,0.99352962,-0.95282578,-1.6970056e-05,0.0065992158,0.0017485645,0.0013793124,0.016489448,-58.304977,-58.096302
855.0,0.06363409,0.012499833,0.99335116,-0.99617529,-1.7792459e-05,0.0067063202,0.001786074,0.0013787299,0.016653186,-58.192528,-57.981293
860.0,0.064756431,0.01264168,0.99314553,-1.0466527,-1.87728e-05,0.0068297675,0.0018290484,0.0013782585,0.016838072,-58.067619,-57.853188
865.0,0.065999247,0.012801136,0.99291074,-1.1056876,-1.9928584e-05,0.0069699604,0.0018778269,0.0013779042,0.01704558,-57.928814,-57.710579
870.0,0.067394935,0.012981574,0.99264109,-1.1761402,-2.1292426e-05,0.0071287178,0.0019334899,0.0013776843,0.017280236,-57.772167,-57.549522
875.0,0.069013715,0.013197458,0.99231195,-1.2645276,-2.3041799e-05,0.0073227733,0.0020010092,0.0013776224,0.017560406,-57.588436,-57.359871
880.0,0.070902333,0.013456685,0.99190933,-1.3773773,-2.5304978e-05,0.0075599044,0.0020831209,0.001377734,0.017896105,-57.371471,-57.135113
885.0,0.073182896,0.013779393,0.99139667,-1.5293983,-2.8366432e-05,0.0078594424,0.0021868201,0.0013780597,0.018312844,-57.105175,-56.858292
