data_set_time,data_set_laci_protein,data_set_tetr_protein,data_set_ci_protein,data_set_laci_mrna,data_set_tetr_mrna,data_set_ci_mrna
400.0,405.5565298283584,51.89561997312737,1971.2704456661568,0.14545249487445847,0.6892160590704889,32.523888982326206
401.0,379.3461436732795,53.31868341277368,2056.480503540506,0.13816590978219007,0.7745867928811965,32.302453581908594
402.0,354.84702027050395,55.25787623879598,2133.476359929392,0.1322584252470642,0.8719352447508079,31.777281146214282
403.0,331.9529168267767,57.764171806231495,2200.7619933201936,0.12747987785452394,0.9828644471500896,30.946406651923667
404.0,310.5632134386597,60.89651579108409,2256.9629843495823,0.1236323791438373,1.1091724656581707,29.81831625821646
405.0,290.5828516498747,64.72265857788734,2300.892611103263,0.12055997108135258,1.2528706447152709,28.413142195727765
406.0,271.9222114762393,69.32005807242699,2331.6192926843814,0.11814055096938382,1.416201986828849,26.763009394527703
407.0,254.49695324816506,74.7768410671321,2348.5276752537297,0.11627932194060317,1.6016590409707852,24.911220982192333
408.0,238.2278283421838,81.19281734381944,2351.365796576666,0.11490375039485,1.8120005175072804,22.91010753454599
409.0,223.04047320227102,88.68052986010768,2340.270400319975,0.1139596080378796,2.050265591986781,20.81765891180873
410.0,208.86519427920294,97.36631869129029,2315.7649367231124,0.11340788924573847,2.319784589237046,18.693361302809333
411.0,195.63674870543355,107.39136854505308,2278.7288938939937,0.11322248736688749,2.6241843125270172,16.593871785321657
412.0,183.29412652779604,118.91269787692035,2230.3416075483087,0.11338844829855062,2.9673859864207834,14.569208520666761
413.0,171.78033734660397,132.1040387781826,2172.0076667466005,0.11390071431598944,3.353593400054804,12.65997760645224
414.0,161.04220457765578,147.15652740500965,2105.272841412308,0.11476329982015807,3.787267560942756,10.895977654364073
415.0,151.03016869475832,164.2791347604693,2031.7420754581717,0.11598877877155439,4.273086299481879,9.295960091616045
416.0,141.69810154830384,183.6987326687315,1953.0030669968264,0.11759806064369988,4.81588247961986,7.8685957212501005
417.0,133.00313238686698,205.65965431888705,1870.5655967486055,0.11962045740610049,5.420558855509179,6.614037627774882
418.0,124.90548688124699,230.42262602750554,1785.8158992917686,0.12209394749002675,6.091974301001647,5.525854446060559
419.0,117.36833925996214,258.262903368339,1699.9875309476818,0.12506567599165433,6.834798229505962,4.5929716964010625
420.0,110.35767863309232,289.46742835455126,1614.1466735842546,0.12859265249399374,7.6533292743836565,3.8014376325669272
421.0,103.84218933494873,324.3308601875117,1529.1890679661794,0.1327426586318573,8.551277450884642,3.135891816236439
