Time,ACA,CAR1,PKA,incAMP,ERK2,REGA,excAMP,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14
0.0,3.39,2.45,1.6,1.2,1.13,0.9,0.48,2.0,0.9,2.5,1.5,0.6,0.8,1.0,1.3,0.3,0.8,0.7,4.9,23.0,4.5,1.0,4.9,4.881600000000001,3.0,2.4000000000000004,1.47,1.4464,1.0,1.3220999999999998,1.017,0.8640000000000001,2.3729999999999998,2.352,11.04,11.025
0.01,3.3900934428915033,2.450170100292258,1.6059743273825444,1.2015400550746826,1.130208042569885,0.8968012991275423,0.4802053520165033,2.0,0.9,2.5,1.5,0.6,0.8,1.0,1.3,0.3,0.8,0.7,4.9,23.0,4.5,1.0,4.900340200584516,4.899962733040491,3.0038501376867064,2.408961491073817,1.4701020601753547,1.4520680807748108,1.0,1.3176436531193905,1.017028032867451,0.8620341458758033,2.373065410024052,2.353006224880866,11.044723096379576,11.025765451315161
0.02,3.3900091121022062,2.450377841822226,1.6118981703845663,1.2030995418787762,1.130361118373143,0.8936471455799662,0.4804009223235496,2.0,0.9,2.5,1.5,0.6,0.8,1.0,1.3,0.3,0.8,0.7,4.9,23.0,4.5,1.0,4.900755683644452,4.917914536846099,3.0077488546969406,2.4178472555768495,1.4702267050933358,1.4576216148636172,1.0,1.3131871829813586,1.0170027336306617,0.8601171771588266,2.373006378471544,2.3539645193853933,11.04922121344164,11.026700288200018
0.03,3.3897518226933743,2.450619214243049,1.617772756273898,1.204677434770648,1.130460583565873,0.8905375479831942,0.4805859598620107,2.0,0.9,2.5,1.5,0.6,0.8,1.0,1.3,0.3,0.8,0.7,4.9,23.0,4.5,1.0,4.901238428486098,4.935463334354817,3.01169358692662,2.426659134410847,1.4703715285458294,1.4630626673074891,1.0,1.3087328750345244,1.0169255468080123,0.8582483910970699,2.372826275885362,2.3548712033238526,11.053477076826246,11.02778646409372
0.04,3.3893261468287843,2.4508903364994468,1.6235992492503242,1.2062727548304468,1.1305077280728835,0.8874724738251478,0.4807598111367654,2.0,0.9,2.5,1.5,0.6,0.8,1.0,1.3,0.3,0.8,0.7,4.9,23.0,4.5,1.0,4.9017806729988935,4.952616648710137,3.0156818870761173,2.4353988738754864,1.470534201899668,1.4683931988566588,1.0,1.3042828371446764,1.0167978440486352,0.8564270926698022,2.372528302780149,2.3557230745701507,11.057475656145604,11.029006514247511
0.05,3.3887365695725187,2.451187305135663,1.6293787886019233,1.2078845297836043,1.1305038174338493,0.884451870307548,0.4809218744110003,2.0,0.9,2.5,1.5,0.6,0.8,1.0,1.3,0.3,0.8,0.7,4.9,23.0,4.5,1.0,4.902374610271326,4.969381937958997,3.019711324459011,2.444068182902885,1.4707123830813977,1.4736151524481722,1.0,1.2998390804349482,1.0166209708717555,0.8546525851861295,2.3721155987007627,2.3565171846139017,11.061203111453008,11.030342873110483
0.06,3.3879874188117247,2.451506264940503,1.635112471252416,1.209511808753764,1.1304500730565805,0.8814756650583148,0.481071607804639,2.0,0.9,2.5,1.5,0.6,0.8,1.0,1.3,0.3,0.8,0.7,4.9,23.0,4.5,1.0,4.903012529881006,4.9857664328508005,3.0237795218844097,2.452668706878624,1.4709037589643017,1.4787304100664158,1.0,1.2954034989516008,1.0163962256435173,0.8529241808136874,2.371591193168207,2.357250878242731,11.064646979506696,11.031778192232263
0.07,3.3870828676801663,2.451843420940482,1.6408013526809044,1.2111536619940924,1.130347672888302,0.8785437673830206,0.4812085253382147,2.0,0.9,2.5,1.5,0.6,0.8,1.0,1.3,0.3,0.8,0.7,4.9,23.0,4.5,1.0,4.903686841880964,5.00177713583874,3.027884154985231,2.4612020290213565,1.471106052564289,1.4837407925398707,1.0,1.2909778738894948,1.0161248603040498,0.8512412008704253,2.370958007376116,2.3579217741572522,11.067796082778937,11.033295394232168
0.08,3.386026942558227,2.452195042591381,1.6464464491558686,1.212809179343444,1.1301977536621857,0.8756560692185844,0.48133219295707114,2.0,0.9,2.5,1.5,0.6,0.8,1.0,1.3,0.3,0.8,0.7,4.9,23.0,4.5,1.0,4.904390085182762,5.017420832688986,3.03202294835861,2.4696696737338026,1.4713170255548287,1.4886480626888359,1.0,1.2865638791349545,1.015808082767468,0.8496029749568779,2.3702188597907585,2.3585277454896487,11.070640438012637,11.034877691661215
0.09,3.384823531934786,2.4525574687725338,1.652048740181371,1.2144774685496733,1.130001413387393,0.8728124462491821,0.4814422240146722,2.0,0.9,2.5,1.5,0.6,0.8,1.0,1.3,0.3,0.8,0.7,4.9,23.0,4.5,1.0,4.9051149375450676,5.03270410650221,3.0361936713741833,2.4780731102720566,1.4715344812635203,1.4934539291118492,1.0,1.2821630872487888,1.0154470595804357,0.8480088401914836,2.36937647235435,2.359066897671894,11.07317115233746,11.036508609476401
