Apaf,Apaf_hash,Apop,Apop_XIAP,BAR,BAR_C8,Bax,Bax2,Bax2_Bcl2,Bax4,Bax4_Bcl2,Bax4_M,Bax_hash,Bax_tBid,Baxm,Baxm_Bcl2,Bcl2,Bcl2c,Bcl2c_tBid,Bid,C3,C3_Ub,C3_pC6,C6,C6_pC8,C8,C8_Bid,C8_pC3,CPARP,CytoC,CytoC_Apaf,CytoCm,CytoCr,L,L_R,M,M_hash,M_hash_CytoCm,M_hash_Smacm,PARP,PARP_C3,R,R_hash,R_hash_pC8,Smac,Smac_XIAP,Smacm,Smacr,XIAP,XIAP_C3,flip,flip_R_hash,pC3,pC3_Apop,pC6,pC8,pC9,tBid,Time
100000.0,0.0,0.0,0.0,1000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,3000.0,0.0,500000.0,0.0,0.0,0.0,1000000.0,0.0,200.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,100.0,0.0,10000.0,0.0,10000.0,20000.0,100000.0,0.0,0.0
100000.0,1.7359746539566876e-193,1.3199874249155757e-198,4.0432751399850023e-202,1000.0,6.221711175082785e-23,100000.0,2.0117550078592818e-81,5.390930079267395e-85,4.4540342203592665e-171,4.7552002226540057e-175,1.1883391761855738e-173,2.555027346822702e-32,1.2403507306979038e-29,5.062731019493391e-37,2.7823912015002575e-40,20000.0,20000.0,2.485811607268324e-29,40000.0,1.4318708937460883e-25,1.27683603663719e-32,3.0933700963416302e-30,6.372802752192962e-33,7.566802503238372e-39,2.4551109755585876e-17,2.4829420221074127e-22,6.207355055268531e-23,6.372696818788546e-31,1.7636641659601675e-186,1.1735498964519576e-190,500000.0,1.7800245111954507e-181,2999.9976000273605,0.0023999725201921582,500000.0,4.574351636279269e-177,2.870432176619748e-179,5.740864353239496e-180,1000000.0,3.093312855683969e-28,199.99760002735985,1.1999066646667054e-10,8.485160859299506e-15,3.524275447845821e-187,3.2876392139669714e-190,100000.0,3.56004902239045e-182,100000.0,6.198208954544886e-29,100.0,4.254856139710991e-17,10000.0,1.0092707009724498e-205,10000.0,20000.0,100000.0,5.742087739293381e-25,0.01
100000.0,1.0432090125433175e-181,1.0041239361757504e-186,3.882297606329143e-190,1000.0,1.397173943398843e-21,100000.0,6.249706206527221e-77,2.862478454993279e-80,1.2918846919563806e-161,3.660660405675526e-165,9.14101340069204e-164,2.1270263711092382e-30,6.898350116767145e-28,6.138942481921431e-35,4.804944921787158e-38,20000.0,20000.0,1.3839241866824618e-27,40000.0,5.150314307086736e-24,1.062694484180416e-30,1.7183498515435645e-28,5.2996873278446635e-31,9.161353066273035e-37,3.2794709266190173e-16,5.568011376941691e-21,1.3920028442354228e-21,5.299559072056304e-29,5.868701984518814e-175,5.4677662353990304e-179,500000.0,3.2979325511951682e-170,2999.995200109439,0.004799890081704206,500000.0,1.0393276678886865e-166,2.0362641529401566e-168,4.0725283058803125e-169,1000000.0,1.7183022930664749e-26,199.99520010943831,4.799286225290532e-10,6.386574226560288e-14,1.1723177838119626e-175,1.531995558820735e-178,100000.0,6.5958651023876215e-171,100000.0,3.446236374029482e-27,100.0,3.2096848159123978e-16,10000.0,9.68698995605691e-194,10000.0,20000.0,100000.0,2.0682392097085914e-23,0.02
100000.0,9.146565694243069e-172,1.761312761429632e-176,1.3577181412032774e-179,1000.0,1.0264317988392921e-20,100000.0,2.686265241953175e-73,2.962972673332035e-76,1.5796978026260683e-154,1.7396208309708055e-157,4.3323538889576456e-156,5.062752849525145e-29,1.1001593212693199e-26,2.2064188847484517e-33,2.6469309222883067e-36,20000.0,20000.0,2.210444545866014e-26,40000.0,5.550774957155485e-23,2.52845298968019e-29,2.7355959938589925e-27,1.2592789141777468e-29,3.2837829951427633e-35,1.6353852098289332e-15,4.08339170699124e-20,1.02084792674781e-20,1.2592329429463223e-27,1.2361724027544853e-165,2.3731303021553497e-169,500000.0,3.207998503780574e-161,2999.9928002462348,0.007199752685829869,500000.0,1.5699433570382178e-158,8.323493823762539e-160,1.6646987647525076e-160,1000000.0,2.7354831559368218e-25,199.99280024623422,1.0797595862997587e-09,2.1472060418154995e-13,2.4661659645706784e-166,6.653705140240898e-169,100000.0,6.415997007537334e-162,100000.0,5.493849079801582e-26,100.0,1.0817802021671995e-15,10000.0,3.381263022199884e-183,10000.0,20000.0,100000.0,2.2332288299520985e-22,0.03
100000.0,7.826101250556963e-169,1.499209827578512e-173,1.156207044364393e-176,1000.0,4.248930247624502e-20,100000.0,1.6559388538098591e-71,1.352305686930324e-74,1.1165733199960754e-150,5.9410258713045566e-154,1.482078697405827e-152,4.411832553715388e-28,7.588019660115098e-26,2.3894924744735393e-32,3.505744295865563e-35,20000.0,20000.0,1.526428027865464e-25,40000.0,2.982085042990387e-22,2.2027634885672493e-28,1.8841335970010922e-26,1.096028469061186e-28,3.5500671547080663e-34,5.1362862783533006e-15,1.6875525593884992e-19,4.218881398471248e-20,1.0959787704075515e-26,1.13197948905398e-162,2.068721745923186e-166,500000.0,3.2951661833763777e-158,2999.9904004377468,0.009599560333859728,500000.0,3.047828991873568e-155,1.0829136244586977e-156,2.1658272489173953e-157,1000000.0,1.8840354919314505e-24,199.99040043774622,1.9194316102405977e-09,5.073100468418997e-13,2.2585728556164274e-163,5.800070600931323e-166,100000.0,6.590332366732379e-159,100000.0,3.787984963901681e-25,100.0,2.562232720312591e-15,10000.0,2.879388389944154e-180,10000.0,20000.0,100000.0,1.201733076599329e-21,0.04
100000.0,6.324174281741466e-165,1.0015790358547617e-169,6.4372909598778764e-173,1000.0,1.2689619647800654e-19,100000.0,8.907029422266788e-70,8.819162358456234e-73,1.0074378255078584e-146,7.109734545756725e-150,1.7728638784744674e-148,2.2733196182984577e-27,3.3027793263908616e-25,1.4372692746985026e-31,2.4296712866102564e-34,20000.0,20000.0,6.651027636573457e-25,40000.0,1.080805316266991e-21,1.1347700373043251e-27,8.1907478442021e-26,5.64167460943934e-28,2.132254658254282e-33,1.2446508130970795e-14,5.032219115741591e-19,1.2580547789353977e-19,5.6413761096034e-26,1.3476546087111952e-158,2.0343985567985005e-162,500000.0,4.602595203360962e-154,2999.9880006839735,0.011999313027091623,500000.0,4.373406297632348e-151,1.6363666347029832e-152,3.2727332694059665e-153,1000000.0,8.190243321774286e-24,199.98800068397304,2.9988928025058835e-09,9.878066335807416e-13,2.690013761377456e-159,5.702500373005559e-162,100000.0,9.20519040670546e-155,100000.0,1.6482981263585786e-24,100.0,5.001268853662747e-15,10000.0,1.6041181544592813e-176,10000.0,20000.0,100000.0,4.3619122191581166e-21,0.05
100000.0,3.4244581059218896e-161,7.347870974167636e-166,6.311969191875247e-169,1000.0,3.1304160729251195e-19,100000.0,2.261876728952101e-68,2.7718168868402064e-71,7.945787222184663e-144,5.127232224699111e-147,1.2776519759663038e-145,9.226749444508107e-27,1.1412155653713116e-24,6.809047783331585e-31,1.3362674702541123e-33,20000.0,20000.0,2.3008858576477343e-24,40000.0,3.159025087888899e-21,4.6044599882915944e-27,2.8262278901109023e-25,2.2870007227398687e-27,1.0083740291507106e-32,2.570728088235663e-14,1.2393934796732106e-18,3.098483699183027e-19,2.286859559052891e-25,3.735346483712912e-155,7.975135159433328e-159,500000.0,8.758716764394687e-151,2999.9856009849136,0.014399010766831278,500000.0,3.904736255824364e-148,2.0946689962735513e-149,4.189337992547103e-150,1000000.0,2.826023586737334e-23,199.98560098491336,4.3180913964857095e-09,1.7022228935510272e-12,7.44992504540982e-156,2.236384078676359e-158,100000.0,1.7517433528700197e-151,100000.0,5.6935912319793625e-24,100.0,8.639658618280226e-15,10000.0,1.5712439740916888e-172,10000.0,20000.0,100000.0,1.2769622467525984e-20,0.06
100000.0,8.91133502501664e-159,1.640066473248248e-163,1.2126574355106453e-166,1000.0,6.713082713926569e-19,100000.0,3.642838115983976e-67,4.5506325803336794e-70,3.4902215533249764e-141,2.942582882932555e-144,7.332813096591028e-143,2.989969559366837e-26,3.24156504917275e-24,2.498068721364794e-30,5.510708588349536e-33,20000.0,20000.0,6.542933995902447e-24,40000.0,7.807456376749599e-21,1.491726644948848e-26,8.01720266410077e-25,7.402806273106391e-27,3.6936446739182187e-32,4.745550965543406e-14,2.6536149888950146e-18,6.634037472237538e-19,7.402289198559591e-25,1.3393551144049656e-152,2.4302928115651947e-156,500000.0,3.719411494846043e-148,2999.983201340566,0.016798653554380163,500000.0,2.2380003796244067e-145,1.0534897962601455e-146,2.106979592520291e-147,1000000.0,8.016542003722943e-23,199.98320134056593,5.876976251052019e-09,2.6959647080457916e-12,2.6723829881295185e-153,6.813531245499789e-156,100000.0,7.438822989668887e-149,100000.0,1.6167543810142807e-23,100.0,1.3717117673362264e-14,10000.0,3.020439696270585e-170,10000.0,20000.0,100000.0,3.1608639413474235e-20,0.07
100000.0,1.678042145881462e-155,4.325042674927899e-160,4.462851796175201e-163,1000.0,1.3043673687837396e-18,100000.0,4.489140859917504e-66,7.258073996659272e-69,4.432731838832591e-139,5.7301108368231995e-142,1.4252068342836066e-140,8.551982320304945e-26,8.155805574757817e-24,8.106491500564218e-30,2.0265627032052366e-32,20000.0,20000.0,1.6482665423814734e-23,40000.0,1.724468733959747e-20,4.265466773049337e-26,2.0142070160463624e-24,2.1146346761611244e-26,1.1963532019723496e-31,8.075330773923184e-14,5.14751505767178e-18,1.286878764417945e-18,2.114467199808785e-24,1.2658846418249224e-149,3.251193138343998e-153,500000.0,2.4513499780412656e-145,2999.98080175093,0.019198241391039365,500000.0,6.751792030846403e-143,4.7426728986569334e-144,9.485345797313863e-145,1000000.0,2.014018510191622e-22,199.98080175092943,7.675496781267559e-09,4.01388352541484e-12,2.523300231055533e-150,9.119728324717737e-153,100000.0,4.902699956038821e-146,100000.0,4.066441136378602e-23,100.0,2.0473216337213783e-14,10000.0,1.1099868645468842e-166,10000.0,20000.0,100000.0,6.993060338365815e-20,0.08
100000.0,3.304056583822386e-154,6.909774623141639e-159,6.043525075177162e-162,1000.0,2.3397661900534687e-18,100000.0,3.4548867198659213e-65,5.418852856746452e-68,6.999772096741359e-137,7.377459731578004e-140,1.8376963432438288e-138,2.1249259898796313e-25,1.823761038134479e-23,2.2262360304198606e-29,6.119765906836158e-32,20000.0,20000.0,3.690024614225493e-23,40000.0,3.453918646081341e-20,1.0595840233272335e-25,4.498044300442171e-24,5.24825782969937e-26,3.2801982946184686e-31,1.2900041811954127e-13,9.218728794941538e-18,2.3046821987353845e-18,5.2477986413990665e-24,4.292267362213512e-148,8.2426878206981e-152,500000.0,1.148682157337217e-143,2999.978402216003,0.021597774278110222,500000.0,6.291781197334171e-141,3.1402718150901344e-142,6.280543630180269e-143,1000000.0,4.49757692338718e-22,199.97840221600256,9.71360273281822e-09,5.700499015991938e-12,8.563072308232162e-149,2.3111814111160506e-151,100000.0,2.2973643146658305e-144,100000.0,9.090457580695016e-23,100.0,2.914755478655754e-14,10000.0,1.504035600723507e-165,10000.0,20000.0,100000.0,1.4028267307012371e-19,0.09
