Time,T,E,I,r2,b,a,g2,p1,g1,mu2,c,p2,g3,mu3,V,s1,s2,compartment,Induction_of_tumor,Removal_of_tumor_from_the_system_by_the_action_of_immune_response,Activation_and_transfer_of_effector_cells_to_the_action_site,Deactivation_and_removal_of_effector_cells_from_the_site_of_tumor,Activation_of_interleukin_2,Deactivation_of_interleukin2
245.0,1.4583390523140074,5528.6678755214725,0.3883562134653628,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.26250102929689145,0.02519573601944091,0.02920119700380527,165.86003626564417,3.9350583665048413,3.883562134653628
246.0,1.7164842019410482,5365.302298915247,0.4435359827466762,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.3089671561836582,0.02877939761045209,0.034363083045631716,160.9590689674574,4.4943941984751286,4.435359827466762
247.0,2.0213409596704466,5206.770439589056,0.5068049473993812,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.363841372510853,0.032889349614228576,0.04045923133939537,156.20311318767168,5.135749244602715,5.068049473993812
248.0,2.3815038517075897,5052.930442634483,0.5793735871916452,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.4286706929883409,0.037604636737366644,0.047661531526157194,151.5879132790345,5.8713986065287544,5.793735871916452
249.0,2.8071698248626547,4903.64483039563,0.6626357970036395,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.5052905680320164,0.04301638451698054,0.056173921686322306,147.1093449118689,6.715477953127856,6.626357970036395
250.0,3.310439848221008,4758.780407526542,0.7581967321945379,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.595879172063337,0.04922966661924744,0.066238420372457,142.76341222579626,7.684265516989917,7.5819673219453785
251.0,3.905677480994778,4618.208175313221,0.867904804046776,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.7030219457210047,0.05636566102116838,0.0781422979657869,138.5462452593966,8.79650567959693,8.679048040467759
252.0,4.609937518392327,4481.803256539218,0.993888299830321,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.8297887521152205,0.06456417295490563,0.09222664959311849,134.45409769617652,10.073785004847446,9.93888299830321
253.0,5.443472652723665,4349.444831277493,1.1385974103409062,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,0.9798250758234938,0.07398650390649578,0.108896528348548,130.4833449383248,11.540955738448371,11.385974103409062
254.0,6.4303418702604915,4221.016086228402,1.304855912116643,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,1.1574615343209904,0.08481884706291846,0.12863311323034662,126.63048258685205,13.226632491377918,13.04855912116643
255.0,7.59912819283068,4096.404177759217,1.4959095161107772,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,1.3678430714612677,0.09727612894582965,0.15200806397262015,122.89212533277652,15.163746325695035,14.959095161107772
256.0,8.983800373849563,3975.5002123770464,1.7154961180013102,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,1.6170840627530587,0.11160655513493807,0.17970075496581334,119.26500637131139,17.390191936516967,17.154961180013103
257.0,10.624734322996442,3858.199245748273,1.9679138559933655,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,1.9124521717895795,0.12809681548946394,0.21251870375023366,115.74597737244818,19.94955486828351,19.679138559933655
258.0,12.569930469242683,3744.4003038335104,2.258104481183924,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,2.2625874755760056,0.1470781334571478,0.251421918276745,112.3320091150053,22.891939167318963,22.58104481183924
259.0,14.876468827549107,3634.0064301430884,2.591746081895961,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,2.6777643765101895,0.16893334451719694,0.2975519982410098,109.02019290429264,26.274912845277093,25.917460818959608
260.0,17.612231951617723,3526.924761777277,2.975357010368586,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,3.1702017338429624,0.19410499486916524,0.3522665941389965,105.80774285331832,30.16455434497428,29.75357010368586
261.0,20.857975260405166,3423.0666421737697,3.416414036146473,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,3.7544355224010784,0.22310495568603902,0.41718081379795086,102.69199926521308,34.63665576726404,34.16414036146473
262.0,24.70977146193172,3322.3477727202417,3.923482427603118,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,4.447758828802989,0.2565253609310382,0.4942161108535196,99.67043318160725,39.778024612621415,39.23482427603118
263.0,29.281948861190948,3224.688415134972,4.506361147245247,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,5.270750746783791,0.2950516299328688,0.5856590509092032,96.74065245404915,45.687963086962455,45.06361147245247
264.0,34.71057405807235,3130.0136491447965,5.176241069788948,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,6.247903262681676,0.339477459730971,0.6942309654964129,93.90040947434389,52.4798548838554,51.76241069788948
265.0,41.157611456474044,3038.253698395652,5.945876376079047,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,7.408369966880698,0.39072245006867584,0.8231711422587534,91.14761095186955,60.2828912802832,59.458763760790475
266.0,48.81589200354169,2949.344337337774,6.82976455493057,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,8.786860426594242,0.4498528583880796,0.9763361997393338,88.48033012013322,69.24391812986673,68.2976455493057
267.0,57.91500671355396,2863.227390098077,7.844337374480871,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,10.424701019768888,0.5181057107007755,1.1583179578615825,85.89682170294232,79.52931225677031,78.44337374480871
268.0,68.7283863560584,2779.851346970357,9.008174358447446,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,12.371109278388511,0.5969177256091237,1.3745850316958026,83.39554040911071,91.32694105549677,90.08174358447447
269.0,81.58166917781323,2699.1721077875463,10.34213717341171,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,14.68470007763064,0.6879588784933476,1.6316501859026356,80.97516323362639,104.84795716982119,103.42137173411709
270.0,96.86276578886891,2621.153892311452,11.869591085073544,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,17.435297314236664,0.79317308321549,1.9372716324603578,78.63461676934357,120.32851077116875,118.69591085073544
271.0,115.03377993950336,2545.7703327563045,13.616508361301811,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,20.70607964476726,0.9148260885370415,2.3006914462103887,76.37310998268913,138.0310143853898,136.1650836130181
272.0,136.64527094636136,2473.0057956530172,15.611561982995093,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,24.59614772004898,1.0555634663845728,2.732920813388305,74.19017386959051,158.24490223261546,156.11561982995093
273.0,162.3532678862541,2402.8569728535185,17.88612430945481,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,29.223586736855406,1.218480804579877,3.247080315509738,72.08570918560555,181.28657349711878,178.86124309454812
274.0,192.9394722108722,2335.334784146747,20.47415735508832,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,34.72910290401475,1.4072086081338144,3.858803981676475,70.06004352440242,207.49811132579836,204.7415735508832
275.0,229.33550645269074,2270.466675120768,23.411958375605696,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,41.28038820302827,1.6260178787158177,4.586724262708867,68.11400025362303,237.2446789632348,234.11958375605695
276.0,272.6515704854187,2208.29934554368,26.73772680643014,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,49.07727850581342,1.8799491049640795,5.4530451563718,66.24898036631039,270.9098294755297,267.3772680643014
277.0,324.21089839509585,2148.90204456045,30.4909112090452,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,58.3579557985275,2.1749759734864065,6.484231344817144,64.4670613368135,308.88894462661557,304.909112090452
278.0,385.5904925132816,2092.3704797975765,34.71133366702989,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,69.40628028913912,2.518209893850554,7.71182287527187,62.77111439392729,351.580062923908,347.1133366702989
279.0,458.66988025502894,2038.8315120337613,39.438080917596004,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,82.56056661213938,2.9181629126593465,9.173410296826741,61.16494536101284,399.3726870400234,394.38080917596005
280.0,545.6890964606157,1988.448754861306,44.708192681964476,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,98.22402061297764,3.385086249192934,10.913794307305814,59.65346264583918,452.63483920080523,447.08192681964476
281.0,649.3173504974678,1941.4292248364407,50.55532440178331,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,116.87709937381173,3.9314092132346605,12.986359095346282,58.24287674509322,511.6993667584315,505.5532440178331
282.0,772.7355228682361,1898.03135636819,57.00880852799445,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,139.0923605282719,4.57232205284766,15.454722272609915,56.9409406910457,576.852305286897,570.0880852799445
283.0,919.7332656736882,1858.5744616228164,64.09202102088898,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,165.55194023886685,5.326543000928358,18.394676883099788,55.75723384868449,648.325028303796,640.9202102088898
284.0,1094.824919740116,1823.4500628652952,71.82346697580287,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,197.0684181296306,6.217348938045358,21.896509745778964,54.70350188595885,726.2950927983519,718.2346697580288
285.0,1303.3865431091247,1793.1353376299799,80.21708792191076,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,234.60948220121537,7.273961517136946,26.06774202444997,53.794060128899396,810.8996302934198,802.1708792191076
286.0,1551.8184372809428,1768.2091335448042,89.28555805045882,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,279.32718325266865,8.533428757264504,31.036379752720716,53.04627400634413,902.2662753416579,892.8555805045881
287.0,1847.7376664214098,1749.3710335342457,99.04524439375407,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,332.59258791078906,10.043192394777591,36.95476421826288,52.48113100602737,1000.5654280252573,990.4524439375407
288.0,2200.2040712729718,1737.4638642186094,109.52343260264334,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,396.03646052862496,11.864595426816766,44.004092241171996,52.12391592655828,1106.0852450231814,1095.2343260264333
289.0,2619.9876085983315,1733.5005078802494,120.76790972906427,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,471.597383428852,14.077707595895165,52.39976296300729,52.00501523640748,1219.3297680509875,1207.6790972906426
290.0,3119.8816181465504,1738.6955759936625,132.85852984196526,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,561.5781437479302,16.787962226062888,62.39764318631097,52.16086727980987,1341.1357736906823,1328.5852984196526
291.0,3715.070052722662,1754.5029120551626,145.92006424364638,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,668.7118331418949,20.13530363269541,74.30141197623387,52.635087361654875,1472.802601847936,1459.2006424364638
292.0,4423.554093042077,1782.6596752799026,160.13565614632296,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,796.2386360570904,24.306778603454664,88.47109295789801,53.479790258397074,1616.2268704588366,1601.3565614632296
293.0,5266.648177949862,1825.238343611011,175.76022760715213,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,947.9951117919297,29.553869880455885,105.33297492110593,54.75715030833033,1774.0358984640957,1757.6022760715214
294.0,6269.549428607581,1884.7074422146861,193.13318483223506,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,1128.5166861165499,36.21627114183118,125.39100030445546,56.54122326644058,1949.7143443363893,1931.3318483223507
295.0,7461.991806195868,1964.002831566304,212.69047111955928,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,1343.1553930409098,44.75442464530917,149.239848349835,58.920084946989114,2147.7244389002135,2126.904711195593
296.0,8878.985224790815,2066.610336518903,234.97626027717854,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,1598.212905916049,55.793782721657884,177.57971736046562,61.998310095567085,2373.621715456064,2349.762602771785
297.0,10561.646630718402,2196.661738147246,260.65462577396875,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,1901.0901189329625,70.1846850111102,211.23294628858739,65.89985214441738,2634.1739005799204,2606.5462577396875
298.0,12558.114765681281,2359.0445580130404,290.52249212348113,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,2260.4517868462663,89.08263242277928,251.162309998678,70.7713367403912,2937.4897411390584,2905.2249212348115
299.0,14924.549464286396,2559.528312395163,325.5245281747569,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,2686.4063743241113,114.05496242268262,298.4910052187917,76.7858493718549,3293.168660796756,3255.2452817475687
300.0,17726.188624523973,2804.906356073718,366.7695156933666,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,3190.6962776651376,147.2207392159534,354.5237899510215,84.14719068221154,3712.4757309200972,3667.695156933666
301.0,21038.443786233347,3103.156074656784,415.5516740144226,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,3786.894984365424,191.4317163536466,420.7688950418135,93.09468223970352,4208.550320692888,4155.516740144226
302.0,24947.983995816292,3463.61429187432,473.3743849125322,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,4490.602109139751,250.50209866542988,498.9597014773248,103.9084287562296,4796.646467547889,4733.743849125322
303.0,29553.755999721514,3897.168986299447,541.9770250811262,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,5319.626949822103,329.4943319415159,591.0751442543072,116.91506958898341,5494.407139126805,5419.770250811262
304.0,34967.86178538704,4416.465252073544,623.364698114571,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,6294.146341605788,435.06571478812623,699.357263200237,132.49395756220633,6322.168838948386,6233.64698114571
305.0,41316.192391248216,5036.119044133966,719.8412051333482,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,7436.8186101135325,575.8758331742786,826.3238791748054,151.08357132401898,7303.285759480421,7198.412051333482
306.0,48738.719306883366,5772.933795654895,834.0434893753957,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,8772.835855458774,763.0481560833268,974.7744220741802,173.18801386964685,8464.464336482608,8340.434893753956
307.0,57389.292740821664,6646.1128723221955,968.9701335828064,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,10329.887432233578,1010.6691539873261,1147.785896188486,199.38338616966587,9836.095309823228,9689.701335828064
308.0,67434.85647531039,7677.454907910525,1128.0215154639284,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,12138.018370938302,1336.2970862266911,1348.6971772983645,230.32364723731575,11452.562508735939,11280.215154639283
309.0,79053.99242763287,8891.521800690954,1315.0159943051258,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,14229.367100702235,1761.4415854501838,1581.0799039023807,266.74565402072864,13352.511006539751,13150.159943051258
310.0,92434.63156418921,10315.764562790295,1534.2205897233814,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,16637.753072491487,2311.963699673065,1848.6926954994187,309.4729368837088,15579.050069724803,15342.205897233815
311.0,107770.99393206794,11980.59397700283,1790.3577548225562,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,19398.12558724599,3018.3451872923956,2155.4199532205566,359.4178193100849,18179.87063342059,17903.577548225563
312.0,125259.67544780811,13919.378618797797,2088.609999091626,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,22545.85901887646,3915.7753202606,2505.1935956042944,417.58135856393386,21207.249013015095,20886.09999091626
313.0,145095.02660722777,16168.359397945973,2434.606594535172,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,26115.920582421528,5044.019829997759,2901.900632792593,485.05078193837915,24717.919899187265,24346.065945351722
314.0,167463.87956531532,18766.473215584672,2834.399924399517,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,30141.92083826531,6447.054935111958,3349.277708127602,562.9941964675402,28772.80640062914,28343.99924399517
315.0,192539.71238124353,21755.064770601264,3294.4211779906923,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,34655.062954451365,8172.467054906354,3850.794383050149,652.6519431180379,33436.5745746744,32944.211779906924
316.0,220476.4659582167,25177.489195115188,3821.4210673207817,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,39683.02956717667,10270.648564870768,4409.529475894205,755.3246758534556,38777.01644635926,38214.21067320782
317.0,251402.12588344287,29078.607114177074,4422.39306127371,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,45248.82748864416,12793.833475734627,5028.042698683187,872.3582134253122,44864.26382971024,44223.9306127371
318.0,285412.15332577156,33504.16733402902,5104.478703596223,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,51369.60546816766,15795.019131448837,5708.243275078873,1005.1250200208706,51769.82562281489,51044.787035962225
319.0,322562.82987903693,38500.07052440396,5874.854263595892,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,58055.45674689554,19326.813070142995,6451.256837243677,1155.0021157321187,59565.43841029213,58748.54263595892
320.0,362864.5819335436,44111.523495237816,6740.60048696825,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,65308.218270891615,23440.239770861204,7257.291913265106,1323.3457048571345,68321.74533505975,67406.0048696825
321.0,406275.3159582019,50382.09323139462,7708.556932060487,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,73120.27226815627,28183.52819717537,8125.506632792568,1511.4627969418384,78106.81761702125,77085.56932060487
322.0,452693.7880677536,57352.65359715333,8785.157408864563,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,81473.35444599691,33600.87839913686,9053.87611837534,1720.5796079145998,88984.50791944124,87851.57408864563
323.0,501953.00110121624,65060.239985189386,9976.254453090438,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,90337.36762735748,39731.2044230978,10039.060427024318,1951.8071995556816,101012.65928880588,99762.54453090439
324.0,553813.7237852934,73536.79938857221,11286.923695084035,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,99669.21786406609,46606.83117703477,11076.274933472445,2206.103981657166,114241.15041288291,112869.23695084035
325.0,607958.1988453706,82807.85155237198,12721.256181550652,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,109411.68505126737,54252.13370890629,12159.164492386288,2484.2355465711594,128709.80146575248,127212.56181550652
326.0,663984.1312390368,92891.07222185729,14282.13840844786,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,119492.34440840888,62682.10627688386,13279.683203027662,2786.7321666557186,144446.1576487633,142821.3840844786
327.0,721399.1230523362,103794.80262331702,15971.019796272656,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,129822.56871034135,71900.84755438018,14427.98310716937,3113.8440786995106,161463.15685051164,159710.19796272655
328.0,779615.6749708755,115516.5017480279,17787.67126016121,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,140296.63271097044,81899.95607597026,15592.314218507734,3465.495052440837,179756.70702252502,177876.7126016121
329.0,837947.0399469447,128041.1576129228,19729.937420239396,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,150790.97095810127,92656.83603115805,16758.9415959951,3841.234728387684,199303.19833686622,197299.37420239396
330.0,895604.2293891143,141339.66799450072,21793.48226190111,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,161163.64277490746,104132.90886618696,17912.08546762172,4240.190039835022,220056.96620519052,217934.8226190111
331.0,951694.3192172297,155367.21279187957,23971.53500693146,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,171254.03059225716,116271.72628848445,19033.887351505495,4661.016383756387,241947.7390568983,239715.3500693146
332.0,1005220.5157544578,170061.66703994552,26254.639036081677,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,180882.8539947546,128997.00436242802,20104.411373723033,5101.850011198366,264878.1466617062,262546.3903608168
333.0,1055084.7463189468,185342.09535633484,28630.414143600658,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,189852.6366224277,142210.593335971,21101.69608013348,5560.262860690045,288721.35184648394,286304.1414360066
334.0,1100092.6889379302,201107.35850080373,31083.337082757876,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,197948.6100380881,155790.34840592954,22001.85503065191,6033.220755024112,313318.8514318389,310833.37082757876
335.0,1138962.0296901,217234.87650998787,33594.53111253267,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,204940.19590330753,169587.87880302087,22779.241946089107,6517.046295299636,338478.5135526405,335945.31112532667
336.0,1170335.405690911,233579.66724202005,36141.63450098772,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,210583.32824526195,183426.19626358963,23406.70956785165,7007.390017260601,363973.0335589753,361416.3450098772
337.0,1192798.7667343018,249973.69838872875,38698.65036276129,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,214623.74726166617,197097.14584032068,23855.976890772312,7499.210951661862,389538.8621096816,386986.5036276129
338.0,1204905.3562762574,266225.67072555964,41235.91660183107,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,216801.30055311226,210358.45622497305,24098.10878277995,7986.770121766789,414875.77916035923,412359.1660183107
339.0,1205208.2438580221,282121.36738401663,43720.157556496466,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,216855.7792556967,222930.2123883391,24104.166633365956,8463.641021520498,439647.31014423986,437201.5755649647
340.0,1192303.2969458536,297424.7015499993,46114.578147181375,0.18,1e-09,1.0,100000.0,0.1245,20000000.0,0.03,0.02,5.0,1000.0,10.0,3.2,0.0,0.0,1.0,214534.6291729588,234490.2989812747,23846.067790385838,8922.74104649998,463482.16525880224,461145.78147181374
