value_component_environment_variable_time,value_component_contraction_variable_F_isom,value_component_contraction_variable_c,value_component_contraction_variable_L_ce,value_component_contraction_variable_L_ce_opt,value_component_contraction_variable_L,value_component_contraction_variable_width,value_component_contraction_variable_Factor,value_component_contraction_variable_A_REL,value_component_contraction_variable_B_REL,value_component_contraction_variable_v_ce,value_component_contraction_variable_F,value_component_contraction_variable_F_max,value_component_contraction_variable_q,value_component_contraction_variable_c1,value_component_contraction_variable_c2,value_component_contraction_variable_c3,value_component_contraction_variable_slope,value_component_contraction_variable_F_asympt,value_component_contraction_variable_L_see,value_component_contraction_variable_L_slack,value_component_contraction_variable_alpha
0.0,0.9895193384136878,-1.2681600519438356,0.05,0.055,1.0,0.888,1.0,0.41,5.2,-0.30473631500899634,767.98431,3277.4,1.0,11.369020085012245,1.4842790076205317,4.5957747943513985,2.0,1.5,0.95,0.42,1449.027
0.1,0.740377843434336,-1.2681600519438356,0.030114490786274487,0.055,1.0,0.888,1.0,0.41,5.2,-0.11922538076569437,796.7989497594372,3277.4,1.0,7.743185863129168,1.1105667651515039,4.183369846515895,2.0,1.5,0.9698855092137255,0.42,1449.027
0.2,0.5463620092467538,-1.2681600519438356,0.022104964124717894,0.055,1.0,0.888,1.0,0.41,5.2,-0.05246157118375571,808.4049701492524,3277.4,1.0,5.072149391921176,0.8195430138701307,3.7133983008181213,2.0,1.5,0.9778950358752821,0.42,1449.027
0.30000000000000004,0.4355958000542419,-1.2681600519438356,0.018308051633060766,0.055,1.0,0.888,1.0,0.41,5.2,-0.027079022128808704,813.9067988663007,3277.4,1.0,3.6463463293653544,0.6533937000813629,3.348376020991294,2.0,1.5,0.9816919483669392,0.42,1449.027
0.4,0.3703672477838847,-1.2681600519438356,0.016245752295850183,0.055,1.0,0.888,1.0,0.41,5.2,-0.01552011418968877,816.8951262880009,3277.4,1.0,2.856402998183255,0.5555508716758271,3.0849412471267033,2.0,1.5,0.9837542477041498,0.42,1449.027
0.5,0.3300551369252443,-1.2681600519438356,0.015024382038823074,0.055,1.0,0.888,1.0,0.41,5.2,-0.009504194107794824,818.6649247674303,3277.4,1.0,2.3920060879239196,0.4950827053878665,2.8989169630354166,2.0,1.5,0.9849756179611769,0.42,1449.027
0.6000000000000001,0.3042113905598254,-1.2681600519438356,0.01426062963105297,0.055,1.0,0.888,1.0,0.41,5.2,-0.006075362451867067,819.7716226276043,3277.4,1.0,2.105608066120725,0.45631708583973807,2.768611737050184,2.0,1.5,0.985739370368947,0.42,1449.027
0.7000000000000001,0.2871961792900578,-1.2681600519438356,0.013765506461293238,0.055,1.0,0.888,1.0,0.41,5.2,-0.00399433301753173,820.4890694689116,3277.4,1.0,1.9224527866682293,0.4307942689350867,2.677546465166058,2.0,1.5,0.9862344935387067,0.42,1449.027
0.8,0.2757876917036824,-1.2681600519438356,0.01343683550232893,0.055,1.0,0.888,1.0,0.41,5.2,-0.0026758630643245723,820.965322562567,3277.4,1.0,1.8022433794011188,0.4136815375555236,2.613957669057288,2.0,1.5,0.9865631644976711,0.42,1449.027
0.9,0.26804416687594823,-1.2681600519438356,0.013215222557290181,0.055,1.0,0.888,1.0,0.41,5.2,-0.0018156130360570625,821.2864457034777,3277.4,1.0,1.7219006994306896,0.40206625031392235,2.569577572978995,2.0,1.5,0.9867847774427099,0.42,1449.027
1.0,0.2627421499566531,-1.2681600519438356,0.013064158901169543,0.055,1.0,0.888,1.0,0.41,5.2,-0.0012426175208898199,821.5053410199151,3277.4,1.0,1.6674937897599436,0.3941132249349797,2.5386011190591913,2.0,1.5,0.9869358410988305,0.42,1449.027
