Time,EI,PyrPI,EIP,HPr,EIPHPr,HPrP,EIIA,HPrPIIA,EIIAP,EIICB,EIIAPIICB,EIICBP,EIICBPGlc,PEP,Pyr,GlcP,Glc,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
0.0,3.0,0.0,2.0,25.0,0.0,25.0,20.0,0.0,20.0,5.0,0.0,5.0,0.0,2800.0,900.0,50.0,500.0,1.0,16464000.0,-529200.0,700000.0,-252000.0,10980000.0,-1692000.0,88000.0,-96000.0,650000.0,-1.35
0.01,0.2692741980416631,3.0487543804658888,1.1900634046242013,1.2761269917734779,0.4919080168682398,29.781973462603037,0.641481228508035,18.449991528755223,15.435683261679165,1.4128124166990301,5.47284398105758,0.11953596465964463,2.994807637583734,2800.0,900.0,50.0,500.0,1.0,14374.696229020366,14374.696226752305,14374.696219723637,14374.696228923978,14374.695283622365,14374.696108277552,14374.695272322992,14374.695235629679,14374.695234733728,14374.695201049413
0.02,0.26927419798588487,3.0487543817778664,1.1900634086880033,1.2761269273331468,0.49190801154823877,29.781974009117,0.6414812007449928,18.449991052001593,15.435683744969358,1.4128123754705706,5.472844002284054,0.11953596517795981,2.994807657067404,2800.0,900.0,50.0,500.0,1.0,14374.695293160155,14374.69529316388,14374.69529317351,14374.695293160792,14374.695294467907,14374.695293327648,14374.69529448355,14374.695294534316,14374.695294535555,14374.695294582161
0.03,0.2692741979859151,3.0487543817771554,1.1900634086858015,1.2761269273680607,0.49190801155112124,29.7819740088209,0.6414812007600348,18.449991052259897,15.435683744707513,1.412812375492909,5.472844002272554,0.119535965177679,2.994807657056846,2800.0,900.0,50.0,500.0,1.0,14374.695293667493,14374.695293669705,14374.695293675517,14374.695293667795,14374.695294462028,14374.695293769168,14374.695294471556,14374.695294502402,14374.695294503157,14374.695294531479
0.04,0.2692741979859453,3.0487543817764444,1.1900634086836,1.2761269274029745,0.4919080115540037,29.7819740085248,0.6414812007750768,18.4499910525182,15.435683744445665,1.4128123755152475,5.472844002261055,0.11953596517739819,2.994807657046288,2800.0,900.0,50.0,500.0,1.0,14374.695294174599,14374.695294175472,14374.695294177527,14374.695294174795,14374.695294456207,14374.695294210702,14374.695294459556,14374.695294470492,14374.695294470757,14374.69529448079
0.05,0.2692741979859604,3.048754381776088,1.1900634086824964,1.2761269274204714,0.4919080115554482,29.78197400837641,0.641481200782615,18.44999105264765,15.435683744314439,1.4128123755264428,5.472844002255291,0.11953596517725745,2.994807657040997,2800.0,900.0,50.0,500.0,1.0,14374.695294428617,14374.695294428966,14374.6952944291,14374.695294428882,14374.69529445318,14374.695294431993,14374.69529445355,14374.695294454497,14374.695294454521,14374.695294455394
0.06,0.26927419798596103,3.0487543817760736,1.1900634086824526,1.2761269274211693,0.4919080115555058,29.78197400837049,0.6414812007829156,18.449991052652813,15.435683744309205,1.412812375526889,5.472844002255061,0.11953596517725183,2.994807657040786,2800.0,900.0,50.0,500.0,1.0,14374.695294438628,14374.695294438978,14374.69529443914,14374.695294439018,14374.695294453122,14374.695294440811,14374.695294453308,14374.695294453859,14374.695294453872,14374.695294454381
0.07,0.2692741979859616,3.0487543817760594,1.1900634086824087,1.276126927421867,0.4919080115555633,29.781974008364575,0.6414812007832162,18.449991052657975,15.435683744303976,1.4128123755273354,5.472844002254832,0.11953596517724621,2.9948076570405746,2800.0,900.0,50.0,500.0,1.0,14374.69529444864,14374.695294449048,14374.695294449175,14374.695294449142,14374.695294453006,14374.695294449615,14374.69529445307,14374.695294453222,14374.695294453224,14374.695294453366
0.08,0.2692741979859618,3.048754381776055,1.1900634086823942,1.2761269274220925,0.491908011555582,29.781974008362663,0.6414812007833134,18.449991052659648,15.435683744302281,1.41281237552748,5.4728440022547575,0.1195359651772444,2.9948076570405067,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.695294452424,14374.695294452413,14374.69529445242,14374.695294452831,14374.695294452511,14374.695294452995,14374.695294453017,14374.695294453013,14374.69529445304
0.09,0.2692741979859618,3.048754381776055,1.1900634086823942,1.276126927422094,0.4919080115555821,29.78197400836265,0.641481200783314,18.44999105265966,15.43568374430227,1.412812375527481,5.472844002254757,0.1195359651772444,2.994807657040506,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.695294452424,14374.695294452438,14374.695294452438,14374.695294452831,14374.695294452511,14374.695294452995,14374.695294453015,14374.695294453013,14374.695294453039
