Time,C,M,X,V1,V3,VM1,V2,VM3,V4,Kc,vi,vd,Kd,K1,K2,K3,K4,kd,compartment,Cyclin_synthesis,Cyclin_degradation,Cyclin_decay,Cdc2_kinase_activation,Cdc2_kinase_inactivation,X_activation,X_inactivation
0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.0,0.5,0.5,0.05,0.25,0.02,0.01,0.01,0.01,0.01,0.01,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.00399839838738568,0.0001458459003757071,2.1197406682928154e-06,0.023800066033021865,0.0001458459003757071,3.0,1.5,1.0,0.5,0.5,0.05,0.25,0.02,0.01,0.01,0.01,0.01,0.01,1.0,0.05,8.829305536315357e-08,3.99839838738568e-05,0.023564387782490315,0.021562406201680977,0.00014440187852946063,0.00010596457167344333
0.16,0.007993583833491769,0.0003072041420505748,5.283934291197337e-06,0.0472067999747328,0.0003072041420505748,3.0,1.5,1.0,0.5,0.5,0.05,0.25,0.02,0.01,0.01,0.01,0.01,0.01,1.0,0.05,3.772076128103185e-07,7.99358383349177e-05,0.04673926370856958,0.044707197677001355,0.00030416250096905267,0.000264057188476564
0.24,0.011985545673955862,0.0004709945192057554,8.51874151852099e-06,0.07022978934793131,0.0004709945192057554,3.0,1.5,1.0,0.5,0.5,0.05,0.25,0.02,0.01,0.01,0.01,0.01,0.01,1.0,0.05,7.980305119352201e-07,0.00011985545673955862,0.06953412048684214,0.06747131588244035,0.00046633116780185163,0.00042557453997575786
0.32,0.015974277706560815,0.0006372713743733881,1.180507323324636e-05,0.09287833752622954,0.0006372713743733881,3.0,1.5,1.0,0.5,0.5,0.05,0.25,0.02,0.01,0.01,0.01,0.01,0.01,1.0,0.05,1.3105024631236257e-06,0.00015974277706560817,0.0919581694350945,0.08986393483041058,0.0006309616830564555,0.0005895576844982455
0.4,0.01995977620069252,0.0008060909122226779,1.5143768133242965e-05,0.11516146314165177,0.0008060909122226779,3.0,1.5,1.0,0.5,0.5,0.05,0.25,0.02,0.01,0.01,0.01,0.01,0.01,1.0,0.05,1.8910655383592357e-06,0.0001995977620069252,0.11402033989363546,0.11189396592678791,0.0007981096944128376,0.0007560434719583493
0.48,0.023942038928057102,0.00097751098776342,1.8536071396724738e-05,0.13708790562238854,0.00097751098776342,3.0,1.5,1.0,0.5,0.5,0.05,0.25,0.02,0.01,0.01,0.01,0.01,0.01,1.0,0.05,2.5248677222295868e-06,0.00023942038928057103,0.1357292847084326,0.13357003088218908,0.0009678324835267073,0.0009250888185972538
0.56,0.027921064622961348,0.0011515914244049099,2.1983248806262288e-05,0.1586661330301478,0.0011515914244049099,3.0,1.5,1.0,0.5,0.5,0.05,0.25,0.02,0.01,0.01,0.01,0.01,0.01,1.0,0.05,3.2021185013917005e-06,0.0002792106462296135,0.15709338799054198,0.1549005044093556,0.0011401892809393595,0.0010967514243690616
0.64,0.03189685270382538,0.0013283937060614085,2.5486627631434197e-05,0.1799043510504832,0.0013283937060614085,3.0,1.5,1.0,0.5,0.5,0.05,0.25,0.02,0.01,0.01,0.01,0.01,0.01,1.0,0.05,3.9161488853503225e-06,0.00031896852703825385,0.1781207740178007,0.175893477115467,0.0013152409612299987,0.0012710917972395483
0.72,0.0358694030265378,0.0015079812025268677,2.9047583777912395e-05,0.20081051179980192,0.0015079812025268677,3.0,1.5,1.0,0.5,0.5,0.05,0.25,0.02,0.01,0.01,0.01,0.01,0.01,1.0,0.05,4.662299188082217e-06,0.000358694030265378,0.19881931595435293,0.19655678645822158,0.001493050266157666,0.001448172597410803
