C_1_task1,M_1_task1,X_1_task1,_1_task1
0.0,0.0,0.0,0.0
0.00399839838738568,0.0001458459003757071,2.1197406682928154e-06,0.08
0.007993583833491769,0.0003072041420505748,5.283934291197337e-06,0.16
0.011985545673955862,0.0004709945192057554,8.51874151852099e-06,0.24
0.015974277706560815,0.0006372713743733881,1.180507323324636e-05,0.32
0.01995977620069252,0.0008060909122226779,1.5143768133242965e-05,0.4
0.023942038928057102,0.00097751098776342,1.8536071396724738e-05,0.48
0.027921064622961348,0.0011515914244049099,2.1983248806262288e-05,0.56
0.03189685270382538,0.0013283937060614085,2.5486627631434197e-05,0.64
0.0358694030265378,0.0015079812025268677,2.9047583777912395e-05,0.72
0.03983871574888961,0.0016904195403038345,3.266753166619531e-05,0.8
0.043804791229898166,0.0018757762115762743,3.634792979282264e-05,0.88
0.04776763001388252,0.0020641208292199874,4.009028453417117e-05,0.96
0.051727232799989566,0.0022555251110805362,4.389615124927849e-05,1.04
0.05568360032605781,0.0024500631543419187,4.776714029246638e-05,1.12
0.05963673343814973,0.0026478114475995207,5.1704914411856854e-05,1.2
0.06358663298558179,0.0028488489859768112,5.5711194361747375e-05,1.28
0.06753329983674158,0.003053257365109144,5.978776050967624e-05,1.36
0.07147673487566969,0.0032611207818818086,6.393645349879949e-05,1.44
0.07541693899501868,0.0034725260460244244,6.81591741877535e-05,1.52
0.07935391310090424,0.0036875628818010663,7.245788923673655e-05,1.6
0.08328765805141819,0.003906324627375416,7.683464732958356e-05,1.68
0.08721817476664206,0.004128906592385782,8.129154340769267e-05,1.76
0.09114546404320638,0.004355408376189989,8.58307783636919e-05,1.84
0.09506952675446956,0.004585931654158328,9.045459578590528e-05,1.92
0.09899036366913729,0.004820583370232211,9.516535950376964e-05,2.0
0.10290797555465654,0.0050594732323970965,9.996549821987213e-05,2.08
0.10682236314094726,0.0053027151601973445,0.00010485753934770623,2.16
0.11073352709597523,0.005550428092701882,0.00010984412704302169,2.24
0.11464146807568856,0.005802733697817227,0.00011492796949522453,2.32
0.11854618665678557,0.006059758946661527,0.00012011191067178356,2.4
0.12244768340155657,0.0063216341280087,0.00012539886408231087,2.48
0.12634595878989655,0.0065884941130064,0.00013079186374407765,2.56
0.130241013273083,0.006860477739659207,0.00013629403435109873,2.64
0.13413284723337066,0.007137729537882254,0.00014190863375386134,2.72
0.1380214609917866,0.007420399183997042,0.00014763904118561742,2.8000000000000003
0.1419068548203634,0.007708642489135761,0.00015348877462885194,2.88
0.14578902889939163,0.008002629561631497,0.00015946165434680153,2.96
0.14966798337399334,0.008302529614160866,0.00016556150296639227,3.04
0.15354371827419333,0.008608520891336574,0.00017179242246558323,3.12
0.15741623359429663,0.008920788187730918,0.00017815861835232237,3.2
0.16128552922226957,0.009239516819809552,0.00018466437465077649,3.2800000000000002
0.1651516049716596,0.009564897544193592,0.00019131411937958512,3.36
0.16901446057925007,0.009897129239540687,0.00019811245276550864,3.44
0.17287409567589462,0.010236416063492085,0.00020506408270301563,3.52
0.17673050982934435,0.01058296958366635,0.00021217391413017283,3.6
0.18058370248080233,0.010937061193678578,0.00021944787479254556,3.68
0.1844336729739584,0.011298935647102677,0.00022689175687841385,3.7600000000000002
0.1882804205362051,0.011668815480131068,0.0002345113185005849,3.84
0.1921239442872825,0.012046958098753615,0.000242312283328441,3.92
0.1959642432320722,0.012433631225674518,0.0002503008977385337,4.0
