Time,H,I,N,V,T,g,an,av,ut,ui,at,ai,uv,beta,un,gamma,delta,rho,tumor,tumor_death,tumor_growth,immune_stimulation,immune_inhibition,vasc_increase,vasc_decrease,necrotise,de_necrotise,hypoxia,normoxia
0.0,0.18,0.071,0.1,0.12,0.2,0.044,0.2,0.199,0.187,0.722,0.101,0.045,1.723,0.027,0.911,0.743,0.284,1.523,1.0,0.0026554,0.011212432000000001,0.04388,0.01336788,0.023395000000000003,0.0441594,0.027324,0.0124081,0.04087094399999999,0.022885588799999995
0.07,0.18126806600880502,0.07311801778343213,0.10103521189613067,0.1185657469725813,0.20059768469609185,0.044,0.2,0.199,0.187,0.722,0.101,0.045,1.723,0.027,0.911,0.743,0.284,1.523,1.0,0.002742786049384817,0.011262985411577461,0.04380162602676982,0.013792482336307837,0.023550676954559726,0.04377216029018367,0.02732344151496294,0.012659233306233843,0.041144351141917015,0.02290214832847244
0.14,0.18255395989852566,0.07520138058317177,0.10205288890493427,0.11716881673659087,0.2011928493463248,0.044,0.2,0.199,0.187,0.722,0.101,0.045,1.723,0.027,0.911,0.743,0.284,1.523,1.0,0.0028293062664151688,0.011313739054400926,0.043727172311568446,0.014212189311596915,0.023704539910221534,0.04339462179813522,0.027322850238413632,0.01291047207617775,0.04142231429709859,0.022924671180940513
0.21000000000000002,0.18385767611147757,0.07725050215214167,0.1030529423203932,0.11580862141114606,0.20178555348411278,0.044,0.2,0.199,0.187,0.722,0.101,0.045,1.723,0.027,0.911,0.743,0.284,1.523,1.0,0.0029149626074010684,0.011364697687918833,0.04365650412489671,0.014627048376783504,0.02385661349874177,0.04302673868498678,0.02732222931792715,0.013161634415974587,0.041704837827146284,0.022953156629180745
0.28,0.18517912486854482,0.07926593659427658,0.10403538023190202,0.11448441940320792,0.20237586682532135,0.044,0.2,0.199,0.187,0.722,0.101,0.045,1.723,0.027,0.911,0.743,0.284,1.523,1.0,0.0029997628614336965,0.01141586550593125,0.04358947550761878,0.01503713271917179,0.024006929696099903,0.04266840587607047,0.027321581612787513,0.013412561338252287,0.0419919021429897,0.02298757011922728
0.35000000000000003,0.1865182131216771,0.0812482467059083,0.10500022151177532,0.11319544906642506,0.20296386150189627,0.044,0.2,0.199,0.187,0.722,0.101,0.045,1.723,0.027,0.911,0.743,0.284,1.523,1.0,0.003083715625746006,0.011467246787530562,0.04352593866657366,0.015442516800688096,0.0241555211134574,0.04231950578498832,0.027320909775104686,0.013663100539935979,0.0422834865360274,0.023027874295611653
0.42000000000000004,0.18787484791278966,0.08319798495113206,0.1059474957396344,0.11194095330701118,0.203549609862736,0.044,0.2,0.199,0.187,0.722,0.101,0.045,1.723,0.027,0.911,0.743,0.284,1.523,1.0,0.003166829549717549,0.011518845819894168,0.043465748856022106,0.015843273066250822,0.02430241991893728,0.04197991694759743,0.0273202163191868,0.013913105264517757,0.04257957056717761,0.02307403275869449
0.49000000000000005,0.1892489385114068,0.085115681454582,0.1068772418679474,0.11072019647451271,0.20413318287029275,0.044,0.2,0.199,0.187,0.722,0.101,0.045,1.723,0.027,0.911,0.743,0.284,1.523,1.0,0.0032491128389220835,0.01157066683775253,0.043408767472017516,0.016239469871017653,0.02444765713535576,0.0416495201164215,0.027319503668893373,0.014162433403474638,0.042880135006143634,0.02312601267882214
0.56,0.19064038812232798,0.08700189424651877,0.10778951095888441,0.10953239564259645,0.20471465676043388,0.044,0.2,0.199,0.187,0.722,0.101,0.045,1.723,0.027,0.911,0.743,0.284,1.523,1.0,0.0033305752657003442,0.011622714288520781,0.04335484892465358,0.01663118040814511,0.024591265573897167,0.04132817414889678,0.027318773970732704,0.014410950756202554,0.0431851579727006,0.02318377369922894
0.6300000000000001,0.19204910167537517,0.08885716299552021,0.108684363813743,0.10837678414403551,0.20529410704010512,0.044,0.2,0.199,0.187,0.722,0.101,0.045,1.723,0.027,0.911,0.743,0.284,1.523,1.0,0.0034112263111498076,0.011674992600382794,0.04330385280741167,0.017018474601628083,0.02473327714584903,0.04101573839831662,0.027318029269595593,0.014658528028811065,0.04349461843506411,0.023247277896885424
