ObsCDK2P21_obs_1_task1,ObsDNAContent_obs_2_task1,ObsPhosRbS788_obs_3_task1,ObsPhosRbS800_obs_4_task1,ObsTotCDK2T160_obs_5_task1,ObsTotCycDCDK4_obs_6_task1,ObsTotCycECDK2_obs_7_task1,ObsTotE2F_obs_8_task1,ObsTotP21_obs_9_task1,ObsTotRb_obs_10_task1,_1_task1
0.040910986187677155,1.0,0.0,0.0,0.0,0.0,0.09962026025541797,0.03372751993034056,0.02080521362229102,0.1292998403637771,0.0
0.035916928542087695,1.0000075661489656,0.0004635809450531505,0.00027611407429098986,0.11903393982273501,0.0034988072122144357,0.10585308819059543,0.035223375377809535,0.022422649840239617,0.2636517464507273,0.72
0.03201227133515948,1.0000123302100083,0.0027682481461884134,0.0027922685120806198,0.11050401734143911,0.007390950627749394,0.11055831315686329,0.036299900697836646,0.02374021757072042,0.255921563595852,1.44
0.02912655709507397,1.000015159987822,0.00555607536951354,0.005976116657972369,0.09622587789512453,0.011349512602116661,0.1155846967932877,0.03771080347750474,0.02513298207598895,0.2063160574611568,2.16
0.0273029544175401,1.0000173539186137,0.007148488348017194,0.007762046615236061,0.08281363631786512,0.015493751887765597,0.12133198424279297,0.03963403644890966,0.026739046668964515,0.1687370432778759,2.88
0.026439228629157454,1.0000191947003834,0.0075618958981749675,0.008152734638168168,0.0711826033539698,0.019780764315784218,0.1276579149278929,0.04202422774995284,0.028585313893508556,0.1468857490696013,3.5999999999999996
0.026419509541515798,1.0000207848936418,0.007314740371267565,0.007769406024477903,0.061378162281500954,0.024161012004927207,0.134378498725041,0.04480979292138297,0.030674249558714072,0.13412349990461253,4.32
0.027151222675774148,1.000022187114212,0.0067873469981773295,0.007067488582228509,0.05325620497890221,0.02861998168157202,0.14140592425263313,0.047952041456851106,0.03301489814653565,0.12600781974855765,5.04
0.028568431767204524,1.0000234474863443,0.006192843314917573,0.0062996118790094695,0.046634770844054735,0.03316395171730937,0.14872695261355903,0.05144046088883697,0.03562382297597208,0.12037079172407675,5.76
0.030627932169295147,1.000024601794859,0.005643525441042538,0.005596258562073328,0.04133607329592364,0.03780689309605181,0.15637047088793923,0.05528197520628949,0.03852195716142168,0.11613075510267161,6.4799999999999995
0.03330598960082631,1.0000256792451416,0.005194928083826807,0.005019541796071017,0.037198762296139255,0.0425649853530574,0.1643905727467261,0.05949533296034791,0.04173318720525948,0.1126858852830121,7.199999999999999
0.03659638164140613,1.000026705097093,0.00487145376567149,0.004594437806104113,0.03408080194429917,0.047454817787410716,0.17285926643588587,0.06410883947956235,0.045284179608638,0.10966967365856015,7.92
0.04050937980181007,1.0000277024379591,0.004682793634247185,0.004328724361002288,0.03185922707042729,0.0524928620918856,0.18186359133220123,0.06915962877832005,0.0492047384953851,0.10684913254914394,8.64
0.045071397611968066,1.0000286933741438,0.004634178883201126,0.0042253519271629875,0.030428930734983404,0.0576952807788067,0.19150477744882238,0.07469365505697965,0.053528365212595845,0.10407731399907871,9.36
0.050325144911154696,1.0000296998659226,0.0047339019394073475,0.00429140743136217,0.02970125397941387,0.06307773487741683,0.20189845133003276,0.08076605994799105,0.058292882103849114,0.10126810920324415,10.08
0.05633026527350043,1.000030744373512,0.004999537007950544,0.00454538366315626,0.029602782003368952,0.06865516566975437,0.2131755678091546,0.08744184347510894,0.06354110112688473,0.09838099835517704,10.799999999999999
0.06316435230707934,1.0000318504443904,0.005465387594736117,0.005025833206102299,0.030074316695145153,0.07444149782789684,0.2254838838372756,0.09479675955319045,0.06932150541425859,0.09541018574099909,11.52
0.07092449488181062,1.0000330433502507,0.00619481103107805,0.005805712060331925,0.031070162469037817,0.08044934446563223,0.23899026061893608,0.1029185908232432,0.07568901823054135,0.09237613968309837,12.24
0.07972957348746303,1.0000343508876273,0.007304442843937179,0.007020825365850663,0.0325577259608556,0.08668979401657366,0.25388440469232143,0.11190906768522871,0.08270598736205383,0.08931867160604537,12.959999999999999
0.0897241707875327,1.0000358045282691,0.009017533517439242,0.008933059759218105,0.03451761834969786,0.09317251336516193,0.27038595244996033,0.12188730372681643,0.0904438200789906,0.08629174305640178,13.68
0.1010858221570865,1.0000374411731023,0.01178987075693538,0.012080724327205463,0.03694430709538428,0.09990645946097466,0.2887590628987251,0.1329965212734507,0.09898614741375569,0.08336040814423365,14.399999999999999
0.11404123865707076,1.0000393062080999,0.016620798645121334,0.017653804410795258,0.03984796476041996,0.10690224380924038,0.3093472428382474,0.14541965917292077,0.10843631630883264,0.08060197935482263,15.12
0.12890634435723664,1.0000414595683045,0.025698726420885148,0.02828764339343669,0.043258655113176114,0.11417797648083099,0.33266139124568345,0.159418243420412,0.11893634607907243,0.07811572310260062,15.84
0.1461762189556665,1.0000439887752126,0.04253031918175494,0.04827990609797217,0.0472359601936244,0.12176725896543109,0.3595691032278882,0.175416561304573,0.1307081096784723,0.07604719257807928,16.56
0.16663323156334875,1.000047032477414,0.06841332507729965,0.0793469920553202,0.051889399366759105,0.12970881398076237,0.3914693402315405,0.19408694089485545,0.14409436686451269,0.07461343269997364,17.28
0.19131344824142824,1.0000508079682293,0.09921017174823553,0.11657343054688066,0.05741281910544916,0.1380073669478129,0.4300893532095807,0.2162825849943427,0.15952270265953236,0.07410376203917285,18.0
0.2212682109357544,1.0000556406263001,0.12735497456130132,0.15080427847526795,0.0641315527820211,0.14660391175863846,0.4768763465148021,0.24279175558868782,0.17737843739622805,0.07488125489238734,18.72
0.2571804942937147,1.0000620056057192,0.14836615293830704,0.17655202320835456,0.07256122083031133,0.155396274164203,0.5322346867170659,0.27400375717399994,0.19783254326237765,0.07742071800442439,19.439999999999998
0.2994773852515493,1.0000706696465467,0.1685179176412256,0.20140165554049946,0.08351553939025422,0.1643162035807879,0.5960610944752195,0.3100897690889838,0.22090805650024806,0.0826205096103663,20.16
0.34871199204518094,1.0000831307880818,0.1960064117133755,0.2353581675063993,0.09841057752281322,0.17330478129484103,0.668618794143534,0.3513566489877314,0.24662953032164076,0.0924464252039013,20.88
0.40536719111296043,1.0001028083586112,0.24096798209612927,0.29086182559044105,0.12013344932077624,0.1822899522567219,0.7500275898123472,0.39805131996776594,0.27492869097974865,0.11150873639102346,21.599999999999998
0.4685217097089066,1.0001395387546255,0.3104841822863016,0.3767555062799378,0.155858218902556,0.1911792273436985,0.8373744004023186,0.44916365733607194,0.3051674527321883,0.15174406408454957,22.32
0.5283660153627573,1.0002309962740836,0.354154822954655,0.4314339704599046,0.22275103315119116,0.20024242105869403,0.9095783286551729,0.4960400270245423,0.33383016962870077,0.2361994774629294,23.04
0.5689140947716755,1.0005080933970532,0.3515820985498731,0.4288875265527624,0.3056047186965619,0.2111362807843833,0.9377711483230162,0.5259564811562284,0.35618302406989033,0.3545887771045017,23.759999999999998
0.5874387526459401,1.0009907567405927,0.3419965513982973,0.4173321088788669,0.3568530331470403,0.2727698478527313,0.9409009026986641,0.5630808640039164,0.3840701110721005,0.45084028094634643,24.48
0.6079530516483271,1.001609540141474,0.3507567284252884,0.42795783813984545,0.3850251123095454,0.3362742684072762,0.9364125181414957,0.6015812920982153,0.4141149652093717,0.5175137079063253,25.2
0.635159464172866,1.0021673824446544,0.3969313959638335,0.4842651192762935,0.4049167865227351,0.38593229685043146,0.933918964774337,0.6382228466249577,0.4434787137306366,0.5378663664911046,25.919999999999998
0.6701646883786397,1.0027142856985507,0.4589317124175159,0.5600773643192397,0.4282032336998183,0.42922450453243804,0.9417109660705834,0.6788523366036356,0.4744593837662914,0.5459036323141189,26.64
0.7106787420027447,1.0034387895839245,0.5045660020297024,0.6159907405377865,0.45885824491072547,0.46903187476578057,0.9572406205644762,0.7225816059967787,0.5069510309319747,0.5764398501107315,27.36
0.7518552955860626,1.004490767208371,0.5334271201769322,0.6513620545505034,0.4914948926564919,0.5069184806636569,0.973128859060731,0.7650791038895036,0.539324394316416,0.622396421782525,28.08
0.791406650045724,1.0058682782376822,0.5580312223785,0.6814806032307223,0.5232616577185648,0.543906143805519,0.9865206314344759,0.8045532736456124,0.5707197029983799,0.6675891635149961,28.799999999999997
0.8291679006165422,1.0075081672347945,0.5844079664054533,0.7137479591578183,0.5547755658372301,0.5804272341521097,0.9981539366453716,0.8414456528638391,0.6011061283541151,0.7062505046478497,29.52
0.8654879836519656,1.009404989049528,0.6122026497543857,0.7477495187980531,0.5866526192662236,0.6165762091297072,1.0092452805959233,0.8765670123791992,0.6306483916955661,0.7395536778911194,30.24
0.9005197227834251,1.0116194938078693,0.6388648718233602,0.7803716594468997,0.6189683763211562,0.6523534984389336,1.0202886941583935,0.9103170365133182,0.6594160217074445,0.7703139152827315,30.959999999999997
0.9341495581928388,1.0142382525190166,0.6627768084948724,0.8096330844586319,0.6514161473567728,0.6877751265320916,1.0311338191242942,0.9426888774907343,0.6873628283866391,0.8001394337037345,31.68
0.9661828981420915,1.0173389158198394,0.6839059110372582,0.8354903380811807,0.6836151778044707,0.7228705933736461,1.0414526063805407,0.9735416963648077,0.7144048758898243,0.8291892376570417,32.4
0.9964903206466449,1.0209793236912943,0.7029924727715137,0.8588471121686301,0.7152826438719782,0.7576485504493928,1.0510423514548008,1.0027939148897067,0.7404802813171583,0.8570361094482314,33.12
1.025040559174871,1.0252039151444268,0.7207807900904563,0.8806135456586827,0.7462360976216198,0.7920835126184751,1.059875730978923,1.030465564703442,0.7655639959913368,0.8833004172754031,33.839999999999996
1.0518738903922238,1.0300537307019129,0.7377356061702708,0.9013584904395786,0.7763549735716349,0.8261247344812556,1.0680349587458315,1.056645355559746,0.7896591019255252,0.9078277948912556,34.56
1.0770673184493536,1.0355726434787949,0.7540590415774348,0.9213296770224305,0.8055570625251065,0.8597114403426791,1.0756398701506231,1.0814491597363054,0.81278462851685,0.9306424886719201,35.28
1.1007108035718192,1.041809160141276,0.7697975703243205,0.9405843588245162,0.8337884636002091,0.8927846456807395,1.0828053879064647,1.104993715800644,0.8349672132386944,0.9518574889781081,36.0
